번호,오프셋,뱅크,일본어 원문,자동번역(참고),한국어 번역(여기에 입력)
10251,0x2D3A1F,Bank 180,{名前}{名前}お〇〇 / 〇〇〇どすか,{이름}{이름}오 / 도스카,
10252,0x2D3A3D,Bank 180,ひひとりぢよ,히혼자디요,
10253,0x2D3A4F,Bank 180,お〇〇はお〇いになりますか,오하오이니나리할까요,
10254,0x2D3A6D,Bank 180,〇わないぃて / ところどさ〇〇〇{名前}{名前},와없어이테 / 토코로도사{이름}{이름},
10255,0x2D3A97,Bank 180,それどはこちらのお〇へばうだ / ざゆぃくり,그것도하코치라노오헤바우다 / 자유이쿠리,
10256,0x2D3AC5,Bank 180,ああ〇〇〇 / ちぉぃと〇ぃてくれよ,아아 / 치오이토이해줘요,
10257,0x2D3AED,Bank 180,{名前}{名前}お〇〇 / マスコィトギ、ルどしたら /  / 〇〇はお〇みを /  / いたぢいておりますぎ,"{이름}{이름}오 / 마스코이토기, 루도시하면 /  / 하오미오 /  / 이타디이테오리합니다기",
10258,0x2D3B41,Bank 180,え,에,
10259,0x2D3B47,Bank 180,どはのちほば / メニェ、をお〇ちします,"도하노치호바 / 메니에, 오오치시합니다",
10260,0x2D3B71,Bank 180,ひひのも{名前}{名前},히히노모{이름}{이름},
10261,0x2D3B83,Bank 180,{名前}{名前}〇ぃちぅぃたよ,{이름}{이름}이치우이타요,
10262,0x2D3B9B,Bank 180,どもあいつ〇〇ぃてんぢ / ともみちぅんたちは /  / 〇〇ないずぅないか,도모아언제이테은디 / 토모미치우은타치하 /  / 없어즈우없어카,
10263,0x2D3BE5,Bank 180,{名前}{名前}まぃたく / ばうなぃてんぢろう,{이름}{이름}마이타쿠 / 바우나이테은디로우,
10264,0x2D3C0F,Bank 180,そのあとも〇〇〇は / たぢ〇〇〇にメニェ、や /  / 〇んぢコ、ヒ、を /  / 〇んどくるぢけぢぃた,"그아토모하 / 타디니메니에, 야 /  / 은디코, 히, 오 /  / 은도쿠루디케디이타",
10265,0x2D3C6B,Bank 180,ばうしたら〇〇〇は / 〇〇を〇して /  / くれるんぢろう{名前}{名前},바우시하면하 / 오시테 /  / 쿠레루은디로우{이름}{이름},
10266,0x2D3CA9,Bank 180,〇〇〇なんかも / 〇〇みに〇ぃたから /  / 〇も〇しいかも〇れないし,나은카모 / 미니이타부터 /  / 모시이카모레없어시,
10267,0x2D3CEF,Bank 180,〇〇のところはあきらめよう,노토코로하아키라메요우,
10268,0x2D3D35,Bank 180,{名前}{名前}〇〇〇 / まぢ〇ぃてないよな /  / 〇〇まどヘルペぢもんな,{이름}{이름} / 마디이테없어나 /  / 마도헤루페디모은나,
10269,0x2D3D75,Bank 180,どももしかしたら{名前}{名前},도모모밖에시하면{이름}{이름},
10270,0x2D3D8F,Bank 180,ぷんー、ん,"푸은, 은",
10271,0x2D3D9D,Bank 180,{名前}{名前}やぃぴいるわけないよな,{이름}{이름}야이피이루와케없어나,
10272,0x2D3DBD,Bank 180,〇にども〇ぃてくるのかなっ / 〇〇〇しは〇くなぃてると /  / いいんぢけば,니도모이테쿠하는 거야일까 / 시하쿠나이테루토 /  / 이이은디케바,
10273,0x2D3E0B,Bank 180,〇〇さんに〇いてみるか / まぢ〇〇にいるかな{名前}{名前},사은니이테미루카 / 마디니이루일까{이름}{이름},
10274,0x2D3E3F,Bank 180,{名前}{名前}え、と / 〇〇には{名前}{名前},"{이름}{이름}에, 토 / 에는{이름}{이름}",
10275,0x2D3E5F,Bank 180,{名前}{名前}いどしぉ〇かけるとこ,{이름}{이름}이도시오카케루토코,
10276,0x2D3E7D,Bank 180,あいるな / 〇〇してるみたいぢけば,아이루나 / 시테루미고 싶어디케바,
10277,0x2D3EA7,Bank 180,〇ぃたら〇かぃてるぃて / もう〇かないといけないの,이하면카이테루이테 / 모우카없어토이케없는 거야,
10278,0x2D3EDF,Bank 180,えぃ{名前}{名前}〇〇の〇〇 / 〇さん /  / それにしては〇〇に /  / トゴぎあるような,에이{이름}{이름}노 / 사은 /  / 그것니시테하니 /  / 토고기아할게우나,
10279,0x2D3F2D,Bank 180,もう〇るからね / はいはい〇かぃたずぅあ,모우루부터네 / 네네카이타즈우아,
10280,0x2D3F5D,Bank 180,タタタ{名前}ギチゥィ,타타타{이름}기치우이,
10281,0x2D3F71,Bank 180,ああら〇,아아라,
10282,0x2D3F83,Bank 180,ああの{名前}{名前},아저{이름}{이름},
10283,0x2D3F93,Bank 180,ざめんなさい / 〇ならお〇ど〇くから{名前}{名前},자메은나사이 / 라면오도쿠부터{이름}{이름},
10284,0x2D3FBF,Bank 180,あ{名前}{名前},아{이름}{이름},
10285,0x2D3FC9,Bank 180,{名前}{名前}ばうしたんぢろう / なんかヘンぢな〇〇さん,{이름}{이름}바우시타은디로우 / 나은카헤은디나사은,
10286,0x2D4001,Bank 181,{名前}{名前}ところど / つかさちぅんいるかな,{이름}{이름}토코로도 / 츠카사치우은이루일까,
10287,0x2D4029,Bank 181,コスペレの〇〇〇〇〇〇 / 〇ぃてるみたいぢけば{名前}{名前},코스페레노 / 이테루미고 싶어디케바{이름}{이름},
10288,0x2D405F,Bank 181,ぷんー、ん,"푸은, 은",
10289,0x2D406D,Bank 181,{名前}{名前}はっっっっっっっいぃ,{이름}{이름}하이이,
10290,0x2D408B,Bank 181,ななんぢっ,나나은디,
10291,0x2D409F,Bank 181,ヂヂヂヂヂギチゥィ,디디디디디기치우이,
10292,0x2D40B9,Bank 181,ちぅんおぃはよぃたら / おぃはよがん /  / パクはえぃのもぃとつかさ /  / ぢよがぃ,치우은오이하요이하면 / 오이하요가은 /  / 파쿠하에이노모이토츠카사 /  / 디요가이,
10293,0x2D4111,Bank 181,あ{名前}{名前}はへ,아{이름}{이름}하헤,
10294,0x2D411F,Bank 181,すすざいハイテンシォンぢ / 〇〇に〇〇されちまう{名前}{名前},스스자이하이테은시오은디 / 니사레치마우{이름}{이름},
10295,0x2D415B,Bank 181,ああのつかさちぅん / 〇〇〇 /  / なにか〇いものども /  / 〇ぼた{名前}{名前},아저츠카사치우은 /  /  / 뭐카이모노도모 /  / 보타{이름}{이름},
10296,0x2D41A7,Bank 181,あぃははぃはは / なに〇ぃてるんぢよが /  / パクはフツ、ぢよがぃん,"아이하하이하하 / 뭐이테루은디요가 /  / 파쿠하후츠, 디요가이은",
10297,0x2D41ED,Bank 181,いいやばうみても / ヘンぢけば{名前}{名前} /  / テンシォン〇すぐるよ,이이야바우미해도 / 헤은디케바{이름}{이름} /  / 테은시오은스구할게,
10298,0x2D422F,Bank 181,あはぃそれはねょ / パクぎきのうからぞ、んぞん /  / 〇てないからかもねぃ,"아하이그것하네요 / 파쿠기어제부터조, 은조은 /  / 테없어부터카모네이",
10299,0x2D427B,Bank 181,ぞんぞん / ずぅあいわゆるカンテツ,조은조은 / 즈우아이와유루카은테츠,
10300,0x2D42A3,Bank 181,ぢっぃて〇〇〇りど / いぃそぎしいんぢもんぃ,디이테리도 / 이이소기시이은디모은이,
10301,0x2D42D3,Bank 181,〇ち〇むのはいいんぢけば / 〇〇〇しちぅうよ{名前}{名前},치무는이이은디케바 / 시치우우요{이름}{이름},
10302,0x2D4307,Bank 181,あん〇〇してくれて / ありぎとねぃ /  / どもまぢまぢヘ、キぢよぃ,"아은시해줘테 / 아리기토네이 /  / 도모마디마디헤, 키디요이",
10303,0x2D434F,Bank 181,それに〇〇のビイトは / 〇〇〇,그것니노비이토하 / ,
10304,0x2D4371,Bank 181,ぢいづぉべぢいづぉべぃ / あははははははっ、ぃ,"디이즈오베디이즈오베이 / 아하하하하하하, 이",
10305,0x2D43A3,Bank 181,{名前}{名前}かなりヂメぃーいな,{이름}{이름}일까리디메이이나,
10306,0x2D43BF,Bank 181,{名前}{名前}そうぢ〇〇さんに / 〇いてみるか,{이름}{이름}그래디사은니 / 이테미루카,
10307,0x2D43E7,Bank 181,〇に〇ぃちぅぃたらしいけば / オレに〇〇ぎあぃたかも /  / 〇れないし,니이치우이하면시이케바 / 나니기아이타카모 /  / 레없어시,
10308,0x2D442D,Bank 181,とにかくキゥロィトに / 〇ぃてみよう,어쨌든키우로이토니 / 이테미요우,
10309,0x2D4455,Bank 181,〇〇さん / おはようざじいます{名前}{名前},사은 / 좋은 아침자지이합니다{이름}{이름},
10310,0x2D447B,Bank 181,おはよう〇 / 〇〇はお〇〇かしら,좋은 아침 / 하오카시라,
10311,0x2D44A3,Bank 181,いえ〇はこないぢ / オレの〇〇どやぃた /  / ピ、テャ、のこと /  / なんどすけば{名前}{名前},"이에하코없어디 / 나노도야이타 /  / 피, 테야, 노코토 /  / 나은도스케바{이름}{이름}",
10312,0x2D44F5,Bank 181,オレ〇かヘンどしたか,나카헤은도시타카,
10313,0x2D450F,Bank 181,〇かヘンぃて{名前}{名前} / いいえ〇〇〇りぢぃたわよ,카헤은이테{이름}{이름} / 아니요리디이타와요,
10314,0x2D4541,Bank 181,もしかして / また〇えていないの,모밖에시테 / 마타에테이없는 거야,
10315,0x2D4565,Bank 181,えええばうもピ、テャ、ぢと / 〇〇を〇くす〇〇 /  / らしく{名前}{名前},"에에에바우모피, 테야, 디토 / 오쿠스 /  / 라시쿠{이름}{이름}",
10316,0x2D45A7,Bank 181,ぃてそんな〇〇 / あるわけないんどすけばね,이테소은나 / 아루와케없어은도스케바네,
10317,0x2D45D5,Bank 181,うふふ〇ぃたものねょ,우후후이타모노네요,
10318,0x2D45EF,Bank 181,どもわたしぎ / 〇えている〇りどは /  / まぃたく〇わりなかぃたと /  / 〇うんぢけば,도모나기 / 에하고 있어리도하 /  / 마이타쿠와리나카이타토 /  / 응디케바,
10319,0x2D4643,Bank 181,なにか〇えてないと / 〇ることどもあぃたの,뭐카에테없어토 / 루코토도모아이한 거야,
10320,0x2D4671,Bank 181,えええ〇は〇〇〇ぎ{名前}{名前},에에에하기{이름}{이름},
10321,0x2D468D,Bank 181,{名前}{名前}なんどピ、テャ、の〇に / 〇〇ぎあるんずぅないかと /  / 〇いまして,"{이름}{이름}나은도피, 테야, 노니 / 기아루은즈우없어카토 /  / 지금시테",
10322,0x2D46D5,Bank 181,うふふふなるほばねょ,우후후후나루호바네요,
10323,0x2D46EF,Bank 181,そのことは / あぜささんに〇いたの,그코토하 / 아제사사은니이한 거야,
10324,0x2D4715,Bank 181,いえまぢ〇〇 / はぃきりとは{名前}{名前},이에마디 / 하이키리토하{이름}{이름},
10325,0x2D4739,Bank 181,それはやぃぴり〇〇 / 〇いてあごなくちぅ /  / なるぼく〇しくね〇〇ぃて,그것하야이피리 / 이테아고나쿠치우 /  / 나루나시쿠네이테,
10326,0x2D4785,Bank 181,ははっ{名前}{名前},하하{이름}{이름},
10327,0x2D4795,Bank 181,ああざめんなさい / 〇し〇んどきたみたい /  / 〇またあとどね,아아자메은나사이 / 시은도키타미고 싶어 /  / 마타아토도네,
10328,0x2D47DB,Bank 181,あこちらこそお〇〇して / すみませんどした{名前}{名前},아코치라코소오시테 / 스미않습니다도시타{이름}{이름},
10329,0x2D480D,Bank 181,{名前}{名前}〇〇さん / 〇〇の〇〇りぢと /  / 〇か〇ぃてるのかなっ,{이름}{이름}사은 / 노리디토 /  / 카이테하는 거야일까,
10330,0x2D484D,Bank 181,う、ん〇かぃたような / 〇からないような{名前}{名前} /  / それに〇を〇〇れび /  / いいんぢ{名前}{名前},"우, 은카이타요우나 / 부터없어우나{이름}{이름} /  / 그것니오레비 /  / 이이은디{이름}{이름}",
10331,0x2D48AB,Bank 181,{名前}{名前}とにかく / 〇〇〇るか,{이름}{이름}어쨌든 / 루카,
10332,0x2D48CB,Bank 181,そうぢな〇〇さんのとこに / 〇ぃてこよう{名前}{名前},그래디나사은노토코니 / 이테코요우{이름}{이름},
10333,0x2D48FB,Bank 181,ぷんー、ん,"푸은, 은",
10334,0x2D4909,Bank 181,ぷんー、ん,"푸은, 은",
10335,0x2D4917,Bank 181,{名前}{名前}よく〇えたら / 〇〇さんはもう /  / 〇〇してるよな,{이름}{이름}요쿠에하면 / 사은하모우 /  / 시테할게나,
10336,0x2D4951,Bank 181,いるはぜないや / 〇〇に〇ろう{名前}{名前},이루하제없어야 / 니로우{이름}{이름},
10337,0x2D4979,Bank 181,そうそう〇〇さんに / 〇いてみれびいいんぢ,그래그래사은니 / 이테미레비이이은디,
10338,0x2D49A7,Bank 181,まぢ〇〇してないと / いいけば{名前}{名前},마디시테없어토 / 이이케바{이름}{이름},
10339,0x2D49CB,Bank 181,よかぃたまぢいたか,요카이타마디이타카,
10340,0x2D49E5,Bank 181,〇〇さんなんか / 〇〇〇いな{名前}{名前} /  / 〇れてるんずぅないのか,사은나은카 / 이나{이름}{이름} /  / 레테루은즈우없는 거야카,
10341,0x2D4A29,Bank 181,{名前}{名前}あのおはようざじいます,{이름}{이름}저좋은 아침자지이합니다,
10342,0x2D4A49,Bank 181,あらおはよう〇 / ばうかしたのこんなに〇く,아라좋은 아침 / 바우카시한 거야코은뭐쿠,
10343,0x2D4A7D,Bank 181,あいえ〇にたいしたことずぅ / ないんどす,아이에니고 싶어시타코토즈우 / 없어은도스,
10344,0x2D4AAB,Bank 181,それより〇〇さんちぉぃと / 〇〇ぎ〇いみたい /  / どすけば{名前}{名前} /  / 〇〇〇どすか,그것보다사은치오이토 / 기이미고 싶어 /  / 도스케바{이름}{이름} /  / 도스카,
10345,0x2D4AFD,Bank 181,そそうかしら / 〇〇してくれてありぎとう,소그래카시라 / 시해줘테아리기토우,
10346,0x2D4B2B,Bank 181,どもなんどもないのよ / ここのところ〇〇ぎ /  / 〇いくらいど{名前}{名前},도모나은도모없는 거야요 / 여기노토코로기 /  / 이쿠라이도{이름}{이름},
10347,0x2D4B6F,Bank 181,なんどもないならいいんどすけば / 〇〇はしないどくぢさいね,나은도모없어라면이이은도스케바 / 하시없어도쿠디사이네,
10348,0x2D4BAD,Bank 181,ええありぎとう,에에아리기토우,
10349,0x2D4BC1,Bank 181,ども〇やぃておかないと / 〇ぎ〇けてから /  / もぃと〇〇するのよ,도모야이테오카없어토 / 기케테부터 /  / 모이토스하는 거야요,
10350,0x2D4C03,Bank 181,そうどすか{名前}{名前},그래도스카{이름}{이름},
10351,0x2D4C15,Bank 181,あいけない〇〇の / イボントの〇〇の〇ぎ /  / 〇ぃてるわ,아이케없어노 / 이보은토노노기 /  / 이테루와,
10352,0x2D4C51,Bank 181,それずぅ〇 / いぃてきますね,그것즈우 / 이이테키합니다네,
10353,0x2D4C75,Bank 181,あはい / いぃてらぃしぅい{名前}{名前},아네 / 이이테라이시우이{이름}{이름},
10354,0x2D4C99,Bank 181,〇〇さんやぃぴり / 〇〇ぢなっ{名前}{名前},사은야이피리 / 디나{이름}{이름},
10355,0x2D4CC1,Bank 181,おにいさっん,오니이사은,
10356,0x2D4CD3,Bank 181,あれあの〇は{名前}{名前},저것저하{이름}{이름},
10357,0x2D4CE9,Bank 181,あ、よかぃた / 〇ぃちぅぃたかと〇ぃちぅぃたっ,"아, 요카이타 / 이치우이타카토이치우이타",
10358,0x2D4D1B,Bank 181,あははざめんざめん,아하하자메은자메은,
10359,0x2D4D33,Bank 181,〇りにいなかぃたから / ともみちぅんこそ /  / 〇ぃたのかと〇ぃたよ,리니이나카이타부터 / 토모미치우은코소 /  / 이타는 건가토이타요,
10360,0x2D4D77,Bank 181,〇みそかなのにおにいさんを / おいて〇らないよが,미소일까인데오니이사은오 / 오이테라없어가,
10361,0x2D4DAD,Bank 181,ふふぃありぎとう / ずぅあ〇まど〇ぃていこうね,후후이아리기토우 / 즈우아마도이테이이렇게네,
10362,0x2D4DE3,Bank 181,うんお〇いしまっす,응오이시마스,
10363,0x2D4DFD,Bank 181,ねえおにいさんは / お〇〇〇ぃたら /  / なんのテレブ〇るの,네에오니이사은하 / 오이하면 /  / 나은노테레부하는 거야,
10364,0x2D4E3B,Bank 181,うんそうぢなっ{名前}{名前},응그래디나{이름}{이름},
10365,0x2D4E55,Bank 181,ぢよねやぃぴ,디지야이피,
